sample;annotation
500 mL;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
400г;[(0, 4, 'B-VOLUME')]
75г;[(0, 3, 'B-VOLUME')]
715 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
750 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
60 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
250г;[(0, 4, 'B-VOLUME')]
70 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
925 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
20pyramids;[(0, 10, 'B-VOLUME')]
620 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
170 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
680 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
370 гр.;[(0, 3, 'B-VOLUME'), (4, 7, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200г;[(0, 4, 'B-VOLUME')]
210г;[(0, 4, 'B-VOLUME')]
400г;[(0, 4, 'B-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
400g;[(0, 4, 'B-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
450 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 l;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
33 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
1батон;[(0, 6, 'B-VOLUME')]
230 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
500 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
0.449 л;[(0, 5, 'B-VOLUME'), (6, 7, 'I-VOLUME')]
140 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
225 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
450g;[(0, 4, 'B-VOLUME')]
970мл;[(0, 5, 'B-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
240г;[(0, 4, 'B-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
320 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
6мл;[(0, 3, 'B-VOLUME')]
15 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
415 гр;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
1litr;[(0, 5, 'B-VOLUME')]
450 гр;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
260g;[(0, 4, 'B-VOLUME')]
250 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1упаковка;[(0, 9, 'B-VOLUME')]
680 kg;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
420 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
520 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,9 л;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250ml;[(0, 5, 'B-VOLUME')]
0,75 л;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
140 г.;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
93 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
170г;[(0, 4, 'B-VOLUME')]
260г;[(0, 4, 'B-VOLUME')]
135g;[(0, 4, 'B-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
450г;[(0, 4, 'B-VOLUME')]
500г;[(0, 4, 'B-VOLUME')]
230 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1,1 кг;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
38 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
230 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
80г;[(0, 3, 'B-VOLUME')]
75 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
0,45l;[(0, 5, 'B-VOLUME')]
720 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
155 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
40 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
450 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
290 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1000г;[(0, 5, 'B-VOLUME')]
0.33л;[(0, 5, 'B-VOLUME')]
1штука, 2л;[(8, 10, 'B-VOLUME')]
175 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
180 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250g;[(0, 4, 'B-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
580 гр;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
350 гр;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
90 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100g;[(0, 4, 'B-VOLUME')]
2 кг;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
40  bags x 1,5 g;[(11, 14, 'B-VOLUME'), (15, 16, 'I-VOLUME')]
450 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
70 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
800 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
180 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
420 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
450 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
4 x 100 g;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME'), (4, 7, 'B-VOLUME'), (8, 9, 'I-VOLUME')]
500 гр;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
68 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
0.3 л.;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
9 штук;[(0, 1, 'B-VOLUME'), (2, 6, 'I-VOLUME')]
5 кг;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
1000g;[(0, 5, 'B-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250мл;[(0, 5, 'B-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 шт.;[(0, 1, 'B-VOLUME'), (2, 5, 'I-VOLUME')]
200 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
100г;[(0, 4, 'B-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
38 гр;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
700 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
450 гр;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
230 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
120г;[(0, 4, 'B-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
240 г, 4 шт. по 60 г;[(7, 8, 'B-VOLUME'), (9, 12, 'I-VOLUME'), (16, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME')]
0,95 литра;[(0, 4, 'B-VOLUME'), (5, 10, 'I-VOLUME')]
200 г.;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
50 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
190 г.;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
275 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100г;[(0, 4, 'B-VOLUME')]
40г;[(0, 3, 'B-VOLUME')]
40г;[(0, 3, 'B-VOLUME')]
240 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
90g;[(0, 3, 'B-VOLUME')]
6,7 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150г;[(0, 4, 'B-VOLUME')]
2 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
700г;[(0, 4, 'B-VOLUME')]
90г;[(0, 3, 'B-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1.5 литра;[(0, 3, 'B-VOLUME'), (4, 9, 'I-VOLUME')]
525 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
340 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1l;[(0, 2, 'B-VOLUME')]
100г;[(0, 4, 'B-VOLUME')]
40 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
30 г.;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
1 кг;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
54 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100g;[(0, 4, 'B-VOLUME')]
70 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
90g;[(0, 3, 'B-VOLUME')]
0.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
15 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1mm;[(0, 3, 'B-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300g;[(0, 4, 'B-VOLUME')]
95g;[(0, 3, 'B-VOLUME')]
125 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1650 g;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
500g;[(0, 4, 'B-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 G;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
40gr;[(0, 4, 'B-VOLUME')]
125 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200ml;[(0, 5, 'B-VOLUME')]
150 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
450 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
140 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
280 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200г;[(0, 4, 'B-VOLUME')]
30 г.;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
140 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
240 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
70 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
59.2 g;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
340мл;[(0, 5, 'B-VOLUME')]
110г;[(0, 4, 'B-VOLUME')]
110 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,2кг;[(0, 5, 'B-VOLUME')]
24 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
60 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
1кг;[(0, 3, 'B-VOLUME')]
230 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
90g;[(0, 3, 'B-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
700g;[(0, 4, 'B-VOLUME')]
95 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
1050g;[(0, 5, 'B-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 l;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
110 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1,5 л;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
55r;[(0, 3, 'B-VOLUME')]
400g;[(0, 4, 'B-VOLUME')]
2l;[(0, 2, 'B-VOLUME')]
125 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1000 ml;[(0, 4, 'B-VOLUME'), (5, 7, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300g;[(0, 4, 'B-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
70 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
370 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
700g;[(0, 4, 'B-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250g;[(0, 4, 'B-VOLUME')]
150g;[(0, 4, 'B-VOLUME')]
1000g;[(0, 5, 'B-VOLUME')]
450 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
215 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
125 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
90г;[(0, 3, 'B-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
(2 x 18.25 g e) = 36.5 g;[(5, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME'), (18, 22, 'B-VOLUME'), (23, 24, 'I-VOLUME')]
Нетто 50 г (25 шт x 2 г);[(6, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]
250ml;[(0, 5, 'B-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
25g;[(0, 3, 'B-VOLUME')]
1L;[(0, 2, 'B-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
250 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
315г;[(0, 4, 'B-VOLUME')]
300 г.;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
250 г.;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
240 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
55g;[(0, 3, 'B-VOLUME')]
10g;[(0, 3, 'B-VOLUME')]
45 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
350 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
500 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1кг;[(0, 3, 'B-VOLUME')]
520 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1pcs;[(0, 4, 'B-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
473мл;[(0, 5, 'B-VOLUME')]
350  g;[(0, 3, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
290 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100g;[(0, 4, 'B-VOLUME')]
1 литр;[(0, 1, 'B-VOLUME'), (2, 6, 'I-VOLUME')]
370 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
40g;[(0, 3, 'B-VOLUME')]
1g;[(0, 2, 'B-VOLUME')]
2л;[(0, 2, 'B-VOLUME')]
300 гр;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
0,13 кг;[(0, 4, 'B-VOLUME'), (5, 7, 'I-VOLUME')]
1litr;[(0, 5, 'B-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
34 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
140g;[(0, 4, 'B-VOLUME')]
125 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200г;[(0, 4, 'B-VOLUME')]
35гр;[(0, 4, 'B-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
750 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150g;[(0, 4, 'B-VOLUME')]
20 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
950 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1,5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
750 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 грамм;[(0, 3, 'B-VOLUME'), (4, 9, 'I-VOLUME')]
85 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
60 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
900г;[(0, 4, 'B-VOLUME')]
240 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
950ml;[(0, 5, 'B-VOLUME')]
250g;[(0, 4, 'B-VOLUME')]
15 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
75 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
80грамм;[(0, 7, 'B-VOLUME')]
250г;[(0, 4, 'B-VOLUME')]
2.5 kg;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
80г;[(0, 3, 'B-VOLUME')]
260 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
97 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
150г;[(0, 4, 'B-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
80 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
15,6 g;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
2л;[(0, 2, 'B-VOLUME')]
1000 г;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
600g;[(0, 4, 'B-VOLUME')]
47,5g;[(0, 5, 'B-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
250g;[(0, 4, 'B-VOLUME')]
200 гр;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
52 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
1.5 L;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
75гр;[(0, 4, 'B-VOLUME')]
40g;[(0, 3, 'B-VOLUME')]
28 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
800 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
370g;[(0, 4, 'B-VOLUME')]
250г;[(0, 4, 'B-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
160g;[(0, 4, 'B-VOLUME')]
65 мл;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
40 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
190 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0.45l;[(0, 5, 'B-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
80 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
38g;[(0, 3, 'B-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
180 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
260 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500g;[(0, 4, 'B-VOLUME')]
125g;[(0, 4, 'B-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150g;[(0, 4, 'B-VOLUME')]
12g;[(0, 3, 'B-VOLUME')]
115 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
60 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
108г;[(0, 4, 'B-VOLUME')]
200 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
900 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
125 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
235 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
80 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
110 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
105 грамм;[(0, 3, 'B-VOLUME'), (4, 9, 'I-VOLUME')]
150 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
15 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
0,5 л;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
260 гр;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
1 л;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
90 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
180 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
65 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
300g;[(0, 4, 'B-VOLUME')]
37,5 г (25п x 1,5 г);[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
